old-iri,new-iri
http://www.ontologyrepository.com/CommonCoreOntologies/DeflectingPrism,https://www.commoncoreontologies.org/x00000001
http://www.ontologyrepository.com/CommonCoreOntologies/CoolingArtifactFunction,https://www.commoncoreontologies.org/x00000002
http://www.ontologyrepository.com/CommonCoreOntologies/DesignativeName,https://www.commoncoreontologies.org/x00000003
http://www.ontologyrepository.com/CommonCoreOntologies/Change,https://www.commoncoreontologies.org/x00000004
http://www.ontologyrepository.com/CommonCoreOntologies/Act,https://www.commoncoreontologies.org/x00000005
http://www.ontologyrepository.com/CommonCoreOntologies/UpperMidrangeFrequency,https://www.commoncoreontologies.org/x00000006
http://www.ontologyrepository.com/CommonCoreOntologies/NaturalProcess,https://www.commoncoreontologies.org/x00000007
http://www.ontologyrepository.com/CommonCoreOntologies/SoundFrequency,https://www.commoncoreontologies.org/x00000008
http://www.ontologyrepository.com/CommonCoreOntologies/Density,https://www.commoncoreontologies.org/x00000009
http://www.ontologyrepository.com/CommonCoreOntologies/IncorporatedOrganization,https://www.commoncoreontologies.org/x00000010
http://www.ontologyrepository.com/CommonCoreOntologies/NominalStasis,https://www.commoncoreontologies.org/x00000011
http://www.ontologyrepository.com/CommonCoreOntologies/PropulsionControlSystem,https://www.commoncoreontologies.org/x00000012
http://www.ontologyrepository.com/CommonCoreOntologies/GainOfGenericallyDependentContinuant,https://www.commoncoreontologies.org/x00000013
http://www.ontologyrepository.com/CommonCoreOntologies/AztecCode,https://www.commoncoreontologies.org/x00000014
http://www.ontologyrepository.com/CommonCoreOntologies/Shotgun,https://www.commoncoreontologies.org/x00000015
http://www.ontologyrepository.com/CommonCoreOntologies/TriangularWaveform,https://www.commoncoreontologies.org/x00000016
http://www.ontologyrepository.com/CommonCoreOntologies/MinorAxis,https://www.commoncoreontologies.org/x00000017
http://www.ontologyrepository.com/CommonCoreOntologies/TitleDocument,https://www.commoncoreontologies.org/x00000018
http://www.ontologyrepository.com/CommonCoreOntologies/PowerInvertingArtifactFunction,https://www.commoncoreontologies.org/x00000019
http://www.ontologyrepository.com/CommonCoreOntologies/Container,https://www.commoncoreontologies.org/x00000020
http://www.ontologyrepository.com/CommonCoreOntologies/SensorPlatform,https://www.commoncoreontologies.org/x00000021
http://www.ontologyrepository.com/CommonCoreOntologies/RadioCommunicationReceptionArtifactFunction,https://www.commoncoreontologies.org/x00000022
http://www.ontologyrepository.com/CommonCoreOntologies/SensorDeploymentArtifactFunction,https://www.commoncoreontologies.org/x00000023
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfAdvising,https://www.commoncoreontologies.org/x00000024
http://www.ontologyrepository.com/CommonCoreOntologies/ElectronicStock,https://www.commoncoreontologies.org/x00000025
http://www.ontologyrepository.com/CommonCoreOntologies/HairColor,https://www.commoncoreontologies.org/x00000026
http://www.ontologyrepository.com/CommonCoreOntologies/Mailing,https://www.commoncoreontologies.org/x00000027
http://www.ontologyrepository.com/CommonCoreOntologies/DispersivePrism,https://www.commoncoreontologies.org/x00000028
http://www.ontologyrepository.com/CommonCoreOntologies/MedianPointEstimateInformationContentEntity,https://www.commoncoreontologies.org/x00000029
http://www.ontologyrepository.com/CommonCoreOntologies/NuclearReactor,https://www.commoncoreontologies.org/x00000030
http://www.ontologyrepository.com/CommonCoreOntologies/AtmosphericFeature,https://www.commoncoreontologies.org/x00000031
http://www.ontologyrepository.com/CommonCoreOntologies/Church,https://www.commoncoreontologies.org/x00000032
http://www.ontologyrepository.com/CommonCoreOntologies/DecreaseOfRole,https://www.commoncoreontologies.org/x00000033
http://www.ontologyrepository.com/CommonCoreOntologies/ConveyanceArtifactFunction,https://www.commoncoreontologies.org/x00000034
http://www.ontologyrepository.com/CommonCoreOntologies/SoftXrayFrequency,https://www.commoncoreontologies.org/x00000035
http://www.ontologyrepository.com/CommonCoreOntologies/WasteManagementArtifactFunction,https://www.commoncoreontologies.org/x00000036
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfObservation,https://www.commoncoreontologies.org/x00000037
http://www.ontologyrepository.com/CommonCoreOntologies/SystemRole,https://www.commoncoreontologies.org/x00000038
http://www.ontologyrepository.com/CommonCoreOntologies/PortionOfSolidFuel,https://www.commoncoreontologies.org/x00000039
http://www.ontologyrepository.com/CommonCoreOntologies/GroceryStore,https://www.commoncoreontologies.org/x00000040
http://www.ontologyrepository.com/CommonCoreOntologies/Hostel,https://www.commoncoreontologies.org/x00000041
http://www.ontologyrepository.com/CommonCoreOntologies/Semicircular,https://www.commoncoreontologies.org/x00000042
http://www.ontologyrepository.com/CommonCoreOntologies/PortionOfSolidPropellant,https://www.commoncoreontologies.org/x00000043
http://www.ontologyrepository.com/CommonCoreOntologies/EyeColor,https://www.commoncoreontologies.org/x00000044
http://www.ontologyrepository.com/CommonCoreOntologies/PetroleumDepot,https://www.commoncoreontologies.org/x00000045
http://www.ontologyrepository.com/CommonCoreOntologies/Province,https://www.commoncoreontologies.org/x00000046
http://www.ontologyrepository.com/CommonCoreOntologies/FlowControlValve,https://www.commoncoreontologies.org/x00000047
http://www.ontologyrepository.com/CommonCoreOntologies/RandomWireAntenna,https://www.commoncoreontologies.org/x00000048
http://www.ontologyrepository.com/CommonCoreOntologies/Banknote,https://www.commoncoreontologies.org/x00000049
http://www.ontologyrepository.com/CommonCoreOntologies/VeryHighFrequencyCommunicationInstrument,https://www.commoncoreontologies.org/x00000050
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfConstruction,https://www.commoncoreontologies.org/x00000051
http://www.ontologyrepository.com/CommonCoreOntologies/ReligiousFacility,https://www.commoncoreontologies.org/x00000052
http://www.ontologyrepository.com/CommonCoreOntologies/GroundMotorVehicle,https://www.commoncoreontologies.org/x00000053
http://www.ontologyrepository.com/CommonCoreOntologies/StirlingEngine,https://www.commoncoreontologies.org/x00000054
http://www.ontologyrepository.com/CommonCoreOntologies/HealthcareFacility,https://www.commoncoreontologies.org/x00000055
http://www.ontologyrepository.com/CommonCoreOntologies/ReactionEngine,https://www.commoncoreontologies.org/x00000056
http://www.ontologyrepository.com/CommonCoreOntologies/MobileTelephone,https://www.commoncoreontologies.org/x00000057
http://www.ontologyrepository.com/CommonCoreOntologies/ScalpHair,https://www.commoncoreontologies.org/x00000058
http://www.ontologyrepository.com/CommonCoreOntologies/TelephoneLine,https://www.commoncoreontologies.org/x00000059
http://www.ontologyrepository.com/CommonCoreOntologies/OpenPitMine,https://www.commoncoreontologies.org/x00000060
http://www.ontologyrepository.com/CommonCoreOntologies/MeasurementUnitOfFlow,https://www.commoncoreontologies.org/x00000061
http://www.ontologyrepository.com/CommonCoreOntologies/FrequencyMeasurementArtifactFunction,https://www.commoncoreontologies.org/x00000062
http://www.ontologyrepository.com/CommonCoreOntologies/MultiHourTemporalInterval,https://www.commoncoreontologies.org/x00000063
http://www.ontologyrepository.com/CommonCoreOntologies/Book,https://www.commoncoreontologies.org/x00000064
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfLocationChange,https://www.commoncoreontologies.org/x00000065
http://www.ontologyrepository.com/CommonCoreOntologies/MilitaryArtifactFunction,https://www.commoncoreontologies.org/x00000066
http://www.ontologyrepository.com/CommonCoreOntologies/CivilTimeReferenceSystem,https://www.commoncoreontologies.org/x00000067
http://www.ontologyrepository.com/CommonCoreOntologies/ThreeDimensionalPath,https://www.commoncoreontologies.org/x00000068
http://www.ontologyrepository.com/CommonCoreOntologies/Transcript,https://www.commoncoreontologies.org/x00000069
http://www.ontologyrepository.com/CommonCoreOntologies/GroundTrackPoint,https://www.commoncoreontologies.org/x00000070
http://www.ontologyrepository.com/CommonCoreOntologies/Town,https://www.commoncoreontologies.org/x00000071
http://www.ontologyrepository.com/CommonCoreOntologies/LowDensityResidentialArea,https://www.commoncoreontologies.org/x00000072
http://www.ontologyrepository.com/CommonCoreOntologies/TemporalIntervalIdentifier,https://www.commoncoreontologies.org/x00000073
http://www.ontologyrepository.com/CommonCoreOntologies/MeasurementUnitOfAcceleration,https://www.commoncoreontologies.org/x00000074
http://www.ontologyrepository.com/CommonCoreOntologies/OpticalMicroscope,https://www.commoncoreontologies.org/x00000075
http://www.ontologyrepository.com/CommonCoreOntologies/WiredCommunicationArtifactFunction,https://www.commoncoreontologies.org/x00000076
http://www.ontologyrepository.com/CommonCoreOntologies/CodeIdentifier,https://www.commoncoreontologies.org/x00000077
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfEstimation,https://www.commoncoreontologies.org/x00000078
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfSocialMovement,https://www.commoncoreontologies.org/x00000079
http://www.ontologyrepository.com/CommonCoreOntologies/StandardTimeOfDayIdentifier,https://www.commoncoreontologies.org/x00000080
http://www.ontologyrepository.com/CommonCoreOntologies/CuttingWeapon,https://www.commoncoreontologies.org/x00000081
http://www.ontologyrepository.com/CommonCoreOntologies/Green,https://www.commoncoreontologies.org/x00000082
http://www.ontologyrepository.com/CommonCoreOntologies/ProcessEnding,https://www.commoncoreontologies.org/x00000083
http://www.ontologyrepository.com/CommonCoreOntologies/BodilyComponent,https://www.commoncoreontologies.org/x00000084
http://www.ontologyrepository.com/CommonCoreOntologies/Minute,https://www.commoncoreontologies.org/x00000085
http://www.ontologyrepository.com/CommonCoreOntologies/AutopilotSystem,https://www.commoncoreontologies.org/x00000086
http://www.ontologyrepository.com/CommonCoreOntologies/OrdinalDateIdentifier,https://www.commoncoreontologies.org/x00000087
http://www.ontologyrepository.com/CommonCoreOntologies/Firearm,https://www.commoncoreontologies.org/x00000088
http://www.ontologyrepository.com/CommonCoreOntologies/Skill,https://www.commoncoreontologies.org/x00000089
http://www.ontologyrepository.com/CommonCoreOntologies/InfraredTelescope,https://www.commoncoreontologies.org/x00000090
http://www.ontologyrepository.com/CommonCoreOntologies/PortionOfCoolant,https://www.commoncoreontologies.org/x00000091
http://www.ontologyrepository.com/CommonCoreOntologies/BidirectionalTransducer,https://www.commoncoreontologies.org/x00000092
http://www.ontologyrepository.com/CommonCoreOntologies/PreferredStock,https://www.commoncoreontologies.org/x00000093
http://www.ontologyrepository.com/CommonCoreOntologies/SeatOfNationalGovernment,https://www.commoncoreontologies.org/x00000094
http://www.ontologyrepository.com/CommonCoreOntologies/ControlSurface,https://www.commoncoreontologies.org/x00000095
http://www.ontologyrepository.com/CommonCoreOntologies/PropulsionSystem,https://www.commoncoreontologies.org/x00000096
http://www.ontologyrepository.com/CommonCoreOntologies/ComplexOpticalLens,https://www.commoncoreontologies.org/x00000097
http://www.ontologyrepository.com/CommonCoreOntologies/ElectricalArtifactFunction,https://www.commoncoreontologies.org/x00000098
http://www.ontologyrepository.com/CommonCoreOntologies/WaveProcess,https://www.commoncoreontologies.org/x00000099
http://www.ontologyrepository.com/CommonCoreOntologies/StasisOfPartiallyMissionCapable,https://www.commoncoreontologies.org/x00000100
http://www.ontologyrepository.com/CommonCoreOntologies/PortionOfLiquidOxygen,https://www.commoncoreontologies.org/x00000101
http://www.ontologyrepository.com/CommonCoreOntologies/SkinType,https://www.commoncoreontologies.org/x00000102
http://www.ontologyrepository.com/CommonCoreOntologies/VehicleCompartment,https://www.commoncoreontologies.org/x00000103
http://www.ontologyrepository.com/CommonCoreOntologies/UnderwaterMine,https://www.commoncoreontologies.org/x00000104
http://www.ontologyrepository.com/CommonCoreOntologies/Square,https://www.commoncoreontologies.org/x00000105
http://www.ontologyrepository.com/CommonCoreOntologies/EndOfLifeStasis,https://www.commoncoreontologies.org/x00000106
http://www.ontologyrepository.com/CommonCoreOntologies/IncreaseOfGenericallyDependentContinuant,https://www.commoncoreontologies.org/x00000107
http://www.ontologyrepository.com/CommonCoreOntologies/RailFacility,https://www.commoncoreontologies.org/x00000108
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfMilitaryForce,https://www.commoncoreontologies.org/x00000109
http://www.ontologyrepository.com/CommonCoreOntologies/MechanicalProcess,https://www.commoncoreontologies.org/x00000110
http://www.ontologyrepository.com/CommonCoreOntologies/AirInlet,https://www.commoncoreontologies.org/x00000111
http://www.ontologyrepository.com/CommonCoreOntologies/Translucent,https://www.commoncoreontologies.org/x00000112
http://www.ontologyrepository.com/CommonCoreOntologies/VentilationControlArtifactFunction,https://www.commoncoreontologies.org/x00000113
http://www.ontologyrepository.com/CommonCoreOntologies/UnixTemporalInstant,https://www.commoncoreontologies.org/x00000114
http://www.ontologyrepository.com/CommonCoreOntologies/StasisOfDisposition,https://www.commoncoreontologies.org/x00000115
http://www.ontologyrepository.com/CommonCoreOntologies/Pump,https://www.commoncoreontologies.org/x00000116
http://www.ontologyrepository.com/CommonCoreOntologies/InformationProcessingArtifact,https://www.commoncoreontologies.org/x00000117
http://www.ontologyrepository.com/CommonCoreOntologies/ArtifactFunctionSpecification,https://www.commoncoreontologies.org/x00000118
http://www.ontologyrepository.com/CommonCoreOntologies/SpatialOrientation,https://www.commoncoreontologies.org/x00000119
http://www.ontologyrepository.com/CommonCoreOntologies/MeasurementUnit,https://www.commoncoreontologies.org/x00000120
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfConductingMassMediaInterview,https://www.commoncoreontologies.org/x00000121
http://www.ontologyrepository.com/CommonCoreOntologies/VehicleTrackPoint,https://www.commoncoreontologies.org/x00000122
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfExpressiveCommunication,https://www.commoncoreontologies.org/x00000123
http://www.ontologyrepository.com/CommonCoreOntologies/SolarTimeReferenceSystem,https://www.commoncoreontologies.org/x00000124
http://www.ontologyrepository.com/CommonCoreOntologies/BoundingBoxPoint,https://www.commoncoreontologies.org/x00000125
http://www.ontologyrepository.com/CommonCoreOntologies/FirstOrderAdministrativeRegion,https://www.commoncoreontologies.org/x00000126
http://www.ontologyrepository.com/CommonCoreOntologies/PerformanceSpecification,https://www.commoncoreontologies.org/x00000127
http://www.ontologyrepository.com/CommonCoreOntologies/PortionOfLiquidHydrogen,https://www.commoncoreontologies.org/x00000128
http://www.ontologyrepository.com/CommonCoreOntologies/Tattoo,https://www.commoncoreontologies.org/x00000129
http://www.ontologyrepository.com/CommonCoreOntologies/PowerTransformer,https://www.commoncoreontologies.org/x00000130
http://www.ontologyrepository.com/CommonCoreOntologies/IncreaseOfQuality,https://www.commoncoreontologies.org/x00000131
http://www.ontologyrepository.com/CommonCoreOntologies/RecordingDevice,https://www.commoncoreontologies.org/x00000132
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfDirectiveCommunication,https://www.commoncoreontologies.org/x00000133
http://www.ontologyrepository.com/CommonCoreOntologies/ThirdOrderAdministrativeRegion,https://www.commoncoreontologies.org/x00000134
http://www.ontologyrepository.com/CommonCoreOntologies/StasisOfSpecificallyDependentContinuant,https://www.commoncoreontologies.org/x00000135
http://www.ontologyrepository.com/CommonCoreOntologies/OpticalInstrument,https://www.commoncoreontologies.org/x00000136
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfFinancialDeposit,https://www.commoncoreontologies.org/x00000137
http://www.ontologyrepository.com/CommonCoreOntologies/MaximumPower,https://www.commoncoreontologies.org/x00000138
http://www.ontologyrepository.com/CommonCoreOntologies/Country,https://www.commoncoreontologies.org/x00000139
http://www.ontologyrepository.com/CommonCoreOntologies/MeasurementUnitOfAmountOfSubstance,https://www.commoncoreontologies.org/x00000140
http://www.ontologyrepository.com/CommonCoreOntologies/Populace,https://www.commoncoreontologies.org/x00000141
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfGovernment,https://www.commoncoreontologies.org/x00000142
http://www.ontologyrepository.com/CommonCoreOntologies/CargoCabin,https://www.commoncoreontologies.org/x00000143
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfMeeting,https://www.commoncoreontologies.org/x00000144
http://www.ontologyrepository.com/CommonCoreOntologies/IncendiaryWeapon,https://www.commoncoreontologies.org/x00000145
http://www.ontologyrepository.com/CommonCoreOntologies/ArtificialLanguage,https://www.commoncoreontologies.org/x00000146
http://www.ontologyrepository.com/CommonCoreOntologies/FlightTransponder,https://www.commoncoreontologies.org/x00000147
http://www.ontologyrepository.com/CommonCoreOntologies/ClockwiseRotationalMotion,https://www.commoncoreontologies.org/x00000148
http://www.ontologyrepository.com/CommonCoreOntologies/InstantMessaging,https://www.commoncoreontologies.org/x00000149
http://www.ontologyrepository.com/CommonCoreOntologies/RadioFrequency,https://www.commoncoreontologies.org/x00000150
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfReporting,https://www.commoncoreontologies.org/x00000151
http://www.ontologyrepository.com/CommonCoreOntologies/TelephoneNetwork,https://www.commoncoreontologies.org/x00000152
http://www.ontologyrepository.com/CommonCoreOntologies/GeneratorControlUnit,https://www.commoncoreontologies.org/x00000153
http://www.ontologyrepository.com/CommonCoreOntologies/ModePointEstimateInformationContentEntity,https://www.commoncoreontologies.org/x00000154
http://www.ontologyrepository.com/CommonCoreOntologies/NearInfraredLightFrequency,https://www.commoncoreontologies.org/x00000155
http://www.ontologyrepository.com/CommonCoreOntologies/HandGun,https://www.commoncoreontologies.org/x00000156
http://www.ontologyrepository.com/CommonCoreOntologies/FacialHair,https://www.commoncoreontologies.org/x00000157
http://www.ontologyrepository.com/CommonCoreOntologies/LithiumIonElectricBattery,https://www.commoncoreontologies.org/x00000158
http://www.ontologyrepository.com/CommonCoreOntologies/TimekeepingInstrument,https://www.commoncoreontologies.org/x00000159
http://www.ontologyrepository.com/CommonCoreOntologies/ManualTool,https://www.commoncoreontologies.org/x00000160
http://www.ontologyrepository.com/CommonCoreOntologies/CoordinateSystemAxis,https://www.commoncoreontologies.org/x00000161
http://www.ontologyrepository.com/CommonCoreOntologies/ElectricalConnectorArtifactFunction,https://www.commoncoreontologies.org/x00000162
http://www.ontologyrepository.com/CommonCoreOntologies/zAxis,https://www.commoncoreontologies.org/x00000163
http://www.ontologyrepository.com/CommonCoreOntologies/MinimumOrdinalMeasurementInformationContentEntity,https://www.commoncoreontologies.org/x00000164
http://www.ontologyrepository.com/CommonCoreOntologies/CriminalAct,https://www.commoncoreontologies.org/x00000165
http://www.ontologyrepository.com/CommonCoreOntologies/WaveCycle,https://www.commoncoreontologies.org/x00000166
http://www.ontologyrepository.com/CommonCoreOntologies/LargeScaleRocketLauncher,https://www.commoncoreontologies.org/x00000167
http://www.ontologyrepository.com/CommonCoreOntologies/ActOfInterpersonalRelationship,https://www.commoncoreontologies.org/x00000168
http://www.ontologyrepository.com/CommonCoreOntologies/VeryHighFrequency,https://www.commoncoreontologies.org/x00000169
http://www.ontologyrepository.com/CommonCoreOntologies/ObjectTrackPoint,https://www.commoncoreontologies.org/x00000170
http://www.ontologyrepository.com/CommonCoreOntologies/DetergentArtifactFunction,https://www.commoncoreontologies.org/x00000171
http://www.ontologyrepository.com/CommonCoreOntologies/BaseOfOperations,https://www.commoncoreontologies.org/x00000172
http://www.ontologyrepository.com/CommonCoreOntologies/CivilianRole,https://www.commoncoreontologies.org/x00000173
http://www.ontologyrepository.com/CommonCoreOntologies/UltravioletTelescope,https://www.commoncoreontologies.org/x00000174
http://www.ontologyrepository.com/CommonCoreOntologies/OrganizationMemberRole,https://www.commoncoreontologies.org/x00000175
http://www.ontologyrepository.com/CommonCoreOntologies/GeopoliticalOrganization,https://www.commoncoreontologies.org/x00000176
http://www.ontologyrepository.com/CommonCoreOntologies/Affordance,https://www.commoncoreontologies.org/x00000177
