IRI Reserved,Reserved by,Date reserved,Associated Issue
https://www.commoncoreontologies.org/ont00000088,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/630
https://www.commoncoreontologies.org/ont00000089,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/631
https://www.commoncoreontologies.org/ont00000090,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/632
https://www.commoncoreontologies.org/ont00000091,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/633
https://www.commoncoreontologies.org/ont00000092,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/634
https://www.commoncoreontologies.org/ont00000093,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/635
https://www.commoncoreontologies.org/ont00000094,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/636
https://www.commoncoreontologies.org/ont00000095,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/637
https://www.commoncoreontologies.org/ont00000096,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/638
https://www.commoncoreontologies.org/ont00000097,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/639
https://www.commoncoreontologies.org/ont00000098,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/640
https://www.commoncoreontologies.org/ont00000099,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/641
https://www.commoncoreontologies.org/ont00000100,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/642
https://www.commoncoreontologies.org/ont00000101,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/643
https://www.commoncoreontologies.org/ont00000102,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/644
https://www.commoncoreontologies.org/ont00000103,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/645
https://www.commoncoreontologies.org/ont00000104,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/646
https://www.commoncoreontologies.org/ont00000105,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/647
https://www.commoncoreontologies.org/ont00000106,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/648
https://www.commoncoreontologies.org/ont00000107,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/649
https://www.commoncoreontologies.org/ont00000108,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/650
https://www.commoncoreontologies.org/ont00000109,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/651
https://www.commoncoreontologies.org/ont00000110,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/652
